"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2015-03-30,2015-04-01,"First Class","Home Office","United States","Brownsville","Texas",78521,"Central","Office Supplies","Envelopes","Airmail Envelopes","Office Supplies","Envelopes","Airmail Envelopes",335.72
2015-03-30,2015-04-01,"First Class","Home Office","United States","Brownsville","Texas",78521,"Central","Technology","Phones","Innergie mMini Combo Duo USB Travel Charging Kit","Technology","Phones","Innergie mMini Combo Duo USB Travel Charging Kit",251.944
2015-03-30,2015-04-01,"First Class","Home Office","United States","Brownsville","Texas",78521,"Central","Furniture","Chairs","Global Stack Chair without Arms, Black","Furniture","Chairs","Global Stack Chair without Arms, Black",127.302
2018-12-29,2019-01-01,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair",1207.84
2018-12-29,2019-01-01,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch",12.53
2018-12-29,2019-01-01,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Office Supplies","Art","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop","Office Supplies","Art","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",34.58
2018-12-29,2019-01-01,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Furniture","Chairs","Global Leather and Oak Executive Chair, Black","Furniture","Chairs","Global Leather and Oak Executive Chair, Black",300.98
2018-12-29,2019-01-01,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Furniture","Chairs","Harbour Creations Steel Folding Chair","Furniture","Chairs","Harbour Creations Steel Folding Chair",258.75
2018-03-02,2018-03-08,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Art","Newell 34","Office Supplies","Art","Newell 34",59.52
2018-03-02,2018-03-08,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",57.96
2018-03-02,2018-03-08,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Furniture","Bookcases","Bush Cubix Collection Bookcases, Fully Assembled","Furniture","Bookcases","Bush Cubix Collection Bookcases, Fully Assembled",441.96
2018-03-02,2018-03-08,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Paper","Easy-staple paper","Office Supplies","Paper","Easy-staple paper",68.04
2017-10-06,2017-10-07,"First Class","Home Office","United States","Pueblo","Colorado",81001,"West","Technology","Machines","Zebra GK420t Direct Thermal/Thermal Transfer Printer","Technology","Machines","Zebra GK420t Direct Thermal/Thermal Transfer Printer",703.71
2017-10-06,2017-10-07,"First Class","Home Office","United States","Pueblo","Colorado",81001,"West","Office Supplies","Binders","Recycled Easel Ring Binders","Office Supplies","Binders","Recycled Easel Ring Binders",17.904
2017-10-06,2017-10-07,"First Class","Home Office","United States","Pueblo","Colorado",81001,"West","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976
2017-10-06,2017-10-07,"First Class","Home Office","United States","Pueblo","Colorado",81001,"West","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96
2016-04-05,2016-04-11,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",892.224
2015-09-09,2015-09-13,"Standard Class","Consumer","United States","Greenville","North Carolina",27834,"South","Technology","Machines","3D Systems Cube Printer, 2nd Generation, White","Technology","Machines","3D Systems Cube Printer, 2nd Generation, White",1299.99
2017-03-15,2017-03-16,"First Class","Corporate","United States","San Francisco","California",94110,"West","Office Supplies","Binders","Avery Round Ring Poly Binders","Office Supplies","Binders","Avery Round Ring Poly Binders",4.544
2017-03-15,2017-03-16,"First Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Chairs","Global Comet Stacking Arm Chair","Furniture","Chairs","Global Comet Stacking Arm Chair",1352.032
2016-12-27,2016-12-31,"Standard Class","Corporate","United States","Marion","Ohio",43302,"East","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99
2016-12-27,2016-12-31,"Standard Class","Corporate","United States","Marion","Ohio",43302,"East","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",19.872
2018-08-07,2018-08-08,"First Class","Consumer","United States","Dallas","Texas",75081,"Central","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard",119.448
2018-08-07,2018-08-08,"First Class","Consumer","United States","Dallas","Texas",75081,"Central","Office Supplies","Storage","Safco Industrial Shelving","Office Supplies","Storage","Safco Industrial Shelving",118.16
2016-03-22,2016-03-27,"Standard Class","Corporate","United States","Huntsville","Alabama",35810,"South","Office Supplies","Art","Newell 316","Office Supplies","Art","Newell 316",19.56
2016-11-30,2016-12-02,"Second Class","Consumer","United States","Las Vegas","Nevada",89115,"West","Furniture","Furnishings","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Furniture","Furnishings","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96
2016-11-30,2016-12-02,"Second Class","Consumer","United States","Las Vegas","Nevada",89115,"West","Office Supplies","Paper","Xerox 1997","Office Supplies","Paper","Xerox 1997",25.92
2015-04-15,2015-04-15,"Same Day","Home Office","United States","Los Angeles","California",90049,"West","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge",106.96
2015-04-15,2015-04-15,"Same Day","Home Office","United States","Los Angeles","California",90049,"West","Furniture","Furnishings","Howard Miller 13"" Diameter Goldtone Round Wall Clock","Furniture","Furnishings","Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76
2018-07-30,2018-08-02,"First Class","Home Office","United States","Lakewood","Ohio",44107,"East","Office Supplies","Binders","GBC ProClick Punch Binding System","Office Supplies","Binders","GBC ProClick Punch Binding System",76.776
2018-06-01,2018-06-05,"Standard Class","Corporate","United States","Fremont","Nebraska",68025,"Central","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9
2015-01-07,2015-01-12,"Standard Class","Consumer","United States","Huntsville","Texas",77340,"Central","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728
2015-01-07,2015-01-12,"Standard Class","Consumer","United States","Huntsville","Texas",77340,"Central","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43
2018-09-29,2018-10-01,"First Class","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Art","Newell 334","Office Supplies","Art","Newell 334",99.2
2018-09-13,2018-09-19,"Standard Class","Consumer","United States","Asheville","North Carolina",28806,"South","Office Supplies","Art","Fluorescent Highlighters by Dixon","Office Supplies","Art","Fluorescent Highlighters by Dixon",15.92
2015-10-22,2015-10-26,"Standard Class","Corporate","United States","Bossier City","Louisiana",71111,"South","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors",129.92
2017-10-04,2017-10-08,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs",30.4
2017-10-04,2017-10-08,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier",5399.91
2017-10-04,2017-10-08,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Office Supplies","Storage","Letter Size File","Office Supplies","Storage","Letter Size File",119.1
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Office Supplies","Paper","Xerox 1977","Office Supplies","Paper","Xerox 1977",40.08
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Office Supplies","Paper","Xerox 1884","Office Supplies","Paper","Xerox 1884",59.94
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Technology","Accessories","Logitech G35 7.1-Channel Surround Sound Headset","Technology","Accessories","Logitech G35 7.1-Channel Surround Sound Headset",259.98
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Furniture","Bookcases","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","Furniture","Bookcases","Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Furniture","Furnishings","Tensor ""Hersey Kiss"" Styled Floor Lamp","Furniture","Furnishings","Tensor ""Hersey Kiss"" Styled Floor Lamp",38.97
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Office Supplies","Paper","Xerox 197","Office Supplies","Paper","Xerox 197",154.9
2016-11-27,2016-11-29,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Furniture","Tables","Hon Non-Folding Utility Tables","Furniture","Tables","Hon Non-Folding Utility Tables",446.068
2018-05-06,2018-05-09,"Second Class","Consumer","United States","Rancho Cucamonga","California",91730,"West","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac",152.94
2015-10-08,2015-10-08,"Same Day","Consumer","United States","Charlotte","North Carolina",28205,"South","Technology","Accessories","Maxell 74 Minute CDR, 10/Pack","Technology","Accessories","Maxell 74 Minute CDR, 10/Pack",23.472
2015-12-31,2016-01-07,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Office Supplies","Paper","Xerox 1917","Office Supplies","Paper","Xerox 1917",195.64
2015-12-31,2016-01-07,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Office Supplies","Paper","Xerox 1970","Office Supplies","Paper","Xerox 1970",14.94
2015-12-31,2016-01-07,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Technology","Accessories","Plantronics Savi W720 Multi-Device Wireless Headset System","Technology","Accessories","Plantronics Savi W720 Multi-Device Wireless Headset System",1687.8
2015-12-31,2016-01-07,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Furniture","Bookcases","Sauder Inglewood Library Bookcases","Furniture","Bookcases","Sauder Inglewood Library Bookcases",341.96
2015-12-31,2016-01-07,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",605.88
2016-04-28,2016-05-01,"First Class","Home Office","United States","Midland","Michigan",48640,"Central","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",186.732
2016-04-28,2016-05-01,"First Class","Home Office","United States","Midland","Michigan",48640,"Central","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",3812.97
2016-02-14,2016-02-21,"Standard Class","Consumer","United States","Rochester","New York",14609,"East","Office Supplies","Binders","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""","Office Supplies","Binders","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.424
2016-02-14,2016-02-21,"Standard Class","Consumer","United States","Rochester","New York",14609,"East","Technology","Phones","Samsung Galaxy S4","Technology","Phones","Samsung Galaxy S4",625.99
2017-11-25,2017-11-29,"Standard Class","Corporate","United States","Jackson","Michigan",49201,"Central","Furniture","Tables","Chromcraft Round Conference Tables","Furniture","Tables","Chromcraft Round Conference Tables",1568.61
2017-11-25,2017-11-29,"Standard Class","Corporate","United States","Jackson","Michigan",49201,"Central","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders",17.3
2017-11-25,2017-11-29,"Standard Class","Corporate","United States","Jackson","Michigan",49201,"Central","Technology","Accessories","Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive","Technology","Accessories","Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive",160
